company,specific_location,REF,review_date,cocoa_percentage,company_location,rating,bean_type,general_location,lon,lat
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75%,France,3.5,Forastero,Sao Tome,6.7313031,0.3389242
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75%,France,3.25, ,Brazil,-53.2,-10.3333333
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75%,France,3.75,Trinitario,Vietnam,108.4265113,13.2904027
Laia aka Chat-Noir,Cuba,1434,2014,70%,France,2.75, ,Cuba,-80.8328748,23.0131338
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68%,France,2.75, ,Trinidad-Tobago,-60.9821067,10.8677845
Lajedo do Ouro,Catongo,927,2012,70%,Brazil,3.5,Forastero (Catongo),Brazil,-53.2,-10.3333333
Lake Champlain (Callebaut),Tanzania,327,2009,75%,U.S.A.,2.5, ,Tanzania,35.7878438,-6.5247123
L'Amourette,Rugoso,1784,2016,80%,U.S.A.,3.5,Trinitario,Nicaragua,-85.2936911,12.6090157
L'Amourette,Carenero Superior,833,2012,75%,U.S.A.,3.0,Trinitario,Venezuela,-66.1109318,8.0018709
L'Amourette,Rio Caribe,833,2012,75%,U.S.A.,3.0,Trinitario,Venezuela,-66.1109318,8.0018709
L'Amourette,Blend,853,2012,72%,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela",-79.9628449,-3.2762025
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70%,U.S.A.,3.5, ,Honduras,-86.0755145,15.2572432
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70%,U.S.A.,3.25, ,Belize,-88.7600927,16.8259793
Letterpress,Liberia,1728,2016,70%,U.S.A.,3.25, ,Liberia,-9.3658524,5.7499721
Letterpress,Beniamo,1562,2015,70%,U.S.A.,3.25, ,Bolivia,-64.9912286,-17.0568696
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70%,U.S.A.,3.5,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Letterpress,San Andres,1566,2015,70%,U.S.A.,3.0, ,Costa Rica,-84.0739102,10.2735633
Letterpress,"La Red, Guaconejo",1566,2015,70%,U.S.A.,3.25, ,Domincan Republic,0,0
Letterpress,Kokoa Kamili,1566,2015,70%,U.S.A.,3.5, ,Tanzania,35.7878438,-6.5247123
Letterpress,Maranura,1371,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru,-75.0458515,-6.8699697
Levy,Sambirano,1231,2014,71%,Finland,3.5,Criollo,Madagascar,46.4416422,-18.9249604
Lilla,Madagascar,1856,2016,70%,Finland,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
Lillie Belle,Perfect Illusion,855,2012,65%,U.S.A.,3.5,Criollo,Peru,-75.0458515,-6.8699697
Lillie Belle,"Bolivia, Wild Thing",903,2012,68%,U.S.A.,3.5,Criollo,Bolivia,-64.9912286,-17.0568696
Lillie Belle,La Selva,903,2012,68%,U.S.A.,3.75, ,Peru,-75.0458515,-6.8699697
Lillie Belle,Purple Haze,947,2012,75%,U.S.A.,2.75, ,"Venezuela, Dom. Rep.",0,0
Lillie Belle,"The Other One, Grand Cru",947,2012,74%,U.S.A.,3.0, ,Dominican Republic,-70.3028026,19.0974031
Lillie Belle,Wild Thing,947,2012,68%,U.S.A.,3.5,Criollo,Bolivia,-64.9912286,-17.0568696
Lindt & Sprungli,Excellence (US Version),157,2007,85%,Switzerland,3.0, , ,0,0
Loiza,Puerto Rico,1049,2013,65%,Puerto Rico,2.5, ,Puerto Rico,-66.41328179513847,18.2214149
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70%,U.S.A.,3.75, ,Hawaii,-155.42837009716908,19.593801499999998
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65%,U.S.A.,3.25, ,Hawaii,-155.42837009716908,19.593801499999998
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75%,U.S.A.,3.75, ,Hawaii,-155.42837009716908,19.593801499999998
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71%,U.S.A.,3.0, ,Hawaii,-155.42837009716908,19.593801499999998
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72%,U.S.A.,3.0, ,Hawaii,-155.42837009716908,19.593801499999998
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70%,U.S.A.,3.5, ,Hawaii,-155.42837009716908,19.593801499999998
Love Bar,Nicaragua,1502,2015,75%,U.S.A.,2.0, ,Nicaragua,-85.2936911,12.6090157
Luker,Selva,552,2010,46%,Colombia,2.75, ,"Colombia, Ecuador",-76.615511,8.410009
Luker,Macondo,552,2010,60%,Colombia,3.0, ,"Colombia, Ecuador",-76.615511,8.410009
Luker,Misterio,552,2010,58%,Colombia,3.0, ,"Colombia, Ecuador",-76.615511,8.410009
Luker,Santander,552,2010,65%,Colombia,3.5, ,Colombia,-72.9088133,4.099917
Machu Picchu Trading Co.,Peru,721,2011,70%,Peru,1.5, ,Peru,-75.0458515,-6.8699697
Machu Picchu Trading Co.,Peru,552,2010,55%,Peru,2.25, ,Peru,-75.0458515,-6.8699697
Madecasse (Cinagra),Madagascar,284,2008,67%,Madagascar,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Madecasse (Cinagra),Madagascar,284,2008,70%,Madagascar,3.75,Trinitario,Madagascar,46.4416422,-18.9249604
Madecasse (Cinagra),Madagascar,284,2008,63%,Madagascar,4.0,Trinitario,Madagascar,46.4416422,-18.9249604
Madecasse (Cinagra),Madagascar,288,2008,75%,Madagascar,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Madre,Guadalcanal,1940,2017,73%,U.S.A.,3.5, ,Solomon Islands,159.1070693851845,-8.7053941
Madre,Puerto Rico,1085,2013,70%,U.S.A.,2.75, ,Puerto Rico,-66.41328179513847,18.2214149
Madre,Brazil,1085,2013,70%,U.S.A.,3.5, ,Brazil,-53.2,-10.3333333
Madre,"Choobua, Kona",1089,2013,70%,U.S.A.,2.75, ,Hawaii,-155.42837009716908,19.593801499999998
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70%,U.S.A.,2.75, ,Mexico,-100.000037,22.5000485
Madre,"Hamakua Coast, Kokoleka",991,2012,70%,U.S.A.,3.25, ,Hawaii,-155.42837009716908,19.593801499999998
Madre,"Criollo, Hawaii",995,2012,70%,U.S.A.,3.25,Criollo,Hawaii,-155.42837009716908,19.593801499999998
Madre,Kaua'i,995,2012,70%,U.S.A.,3.5, ,Hawaii,-155.42837009716908,19.593801499999998
Madre,Dominican,672,2011,70%,U.S.A.,2.5, ,Dominican Republic,-70.3028026,19.0974031
Madre,Upala,693,2011,70%,U.S.A.,2.75, ,Costa Rica,-84.0739102,10.2735633
Madre,"Chiapas, Triple Cacao",607,2010,72%,U.S.A.,2.75, ,Mexico,-100.000037,22.5000485
Maglio,Africa,300,2008,75%,Italy,2.0, ,Tanzania,35.7878438,-6.5247123
Maglio,Ecuador,308,2008,70%,Italy,3.0,Forastero (Nacional),Ecuador,-79.3666965,-1.3397668
Maglio,Cuba,308,2008,70%,Italy,3.25,Criollo,Cuba,-80.8328748,23.0131338
Maglio,Santo Domingo,308,2008,70%,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic,-70.3028026,19.0974031
Majani,Ecuador,531,2010,70%,Italy,2.0, ,Ecuador,-79.3666965,-1.3397668
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75%,Madagascar,2.75,Trinitario,Madagascar,46.4416422,-18.9249604
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73%,Madagascar,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Malagos,"Davao, Mt. Talamo foothills",1121,2013,65%,Philippines,3.5,Trinitario,Philippines,122.7312101,12.7503486
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55%,U.S.A.,3.5, ,Hawaii,-155.42837009716908,19.593801499999998
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55%,U.S.A.,2.75,Blend,Hawaii,-155.42837009716908,19.593801499999998
Malmo,Chuao,1856,2016,70%,Sweden,3.0, ,Venezuela,-66.1109318,8.0018709
Mana,Ecuador,1446,2015,74%,U.S.A.,2.5, ,Ecuador,-79.3666965,-1.3397668
Mana,Peru,1219,2014,74%,U.S.A.,2.5, ,Peru,-75.0458515,-6.8699697
Mana,Venezuela,1219,2014,74%,U.S.A.,2.75, ,Venezuela,-66.1109318,8.0018709
Mana,Conacado,821,2012,74%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
Manifesto Cacao,Colombia,1331,2014,70%,Colombia,2.75, ,Colombia,-72.9088133,4.099917
Manoa,Markham Valley,1522,2015,72%,U.S.A.,3.5, ,Papua New Guinea,144.2489081,-5.6816069
Manoa,Coto Brus,1522,2015,72%,U.S.A.,3.75, ,Costa Rica,-84.0739102,10.2735633
Manoa,"Waiahole, O'ahu",1089,2013,72%,U.S.A.,3.75, ,Hawaii,-155.42837009716908,19.593801499999998
Manoa,"Liberia, #174",1003,2012,72%,U.S.A.,3.25, ,Liberia,-9.3658524,5.7499721
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72%,U.S.A.,2.75, ,Hawaii,-155.42837009716908,19.593801499999998
Manoa,Piura,1007,2012,72%,U.S.A.,3.0, ,Peru,-75.0458515,-6.8699697
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72%,U.S.A.,3.25, ,Hawaii,-155.42837009716908,19.593801499999998
Manufaktura Czekolady,Johe,1844,2016,70%,Poland,3.75, ,Nicaragua,-85.2936911,12.6090157
Manufaktura Czekolady,Peru,1848,2016,70%,Poland,3.5, ,Peru,-75.0458515,-6.8699697
Manufaktura Czekolady,Porcelana,1255,2014,70%,Poland,3.75,Criollo,Venezuela,-66.1109318,8.0018709
Manufaktura Czekolady,Kolumbia,1279,2014,85%,Poland,3.5, ,Colombia,-72.9088133,4.099917
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70%,Poland,3.25, ,Dominican Republic,-70.3028026,19.0974031
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70%,Poland,3.5,Forastero,Ghana,-1.0800271,8.0300284
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70%,Poland,3.25, ,Ecuador,-79.3666965,-1.3397668
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75%,U.S.A.,3.25,Trinitario,Vietnam,108.4265113,13.2904027
Map Chocolate,"ROIG, 2014",1474,2015,70%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,-70.3028026,19.0974031
Map Chocolate,"Maranon, 2014",1474,2015,62%,U.S.A.,3.5,Forastero (Nacional),Peru,-75.0458515,-6.8699697
Map Chocolate,Ecuador,1478,2015,70%,U.S.A.,3.5,Trinitario,Ecuador,-79.3666965,-1.3397668
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70%,U.S.A.,2.75,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70%,U.S.A.,3.5, ,Nicaragua,-85.2936911,12.6090157
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68%,U.S.A.,3.5,Criollo,Peru,-75.0458515,-6.8699697
Map Chocolate,Colombia,1610,2015,75%,U.S.A.,2.75, ,Colombia,-72.9088133,4.099917
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72%,U.S.A.,3.0, ,Tanzania,35.7878438,-6.5247123
Map Chocolate,Le Chocolat Chaud,1634,2015,78%,U.S.A.,3.5, ,Honduras,-86.0755145,15.2572432
Marana,Piura,1872,2016,70%,Peru,3.0, ,Peru,-75.0458515,-6.8699697
Marana,Cusco,1884,2016,70%,Peru,2.75, ,Peru,-75.0458515,-6.8699697
Marana,San Martin,1884,2016,70%,Peru,3.0, ,Peru,-75.0458515,-6.8699697
Marigold's Finest,Cacao Nib Crunch,1808,2016,75%,Canada,3.25, , ,0,0
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85%,Vietnam,3.25,Trinitario,Vietnam,108.4265113,13.2904027
Marou,Ben Tre,1650,2015,68%,Vietnam,3.5,Trinitario,Vietnam,108.4265113,13.2904027
Marou,"Dak Lak, Batch 2451",1650,2015,70%,Vietnam,3.75,Trinitario,Vietnam,108.4265113,13.2904027
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75%,Vietnam,3.5,Trinitario,Vietnam,108.4265113,13.2904027
Marou,Ba Ria,845,2012,76%,Vietnam,3.5,Trinitario,Vietnam,108.4265113,13.2904027
Marou,Dong Nai,845,2012,72%,Vietnam,3.5,Trinitario,Vietnam,108.4265113,13.2904027
Marou,"Tien Giang, Gao Co-op",845,2012,70%,Vietnam,3.5,Trinitario,Vietnam,108.4265113,13.2904027
Marou,Ben Tre,849,2012,78%,Vietnam,3.5,Trinitario,Vietnam,108.4265113,13.2904027
Marou,Tien Giang,895,2012,80%,Vietnam,3.0,Trinitario,Vietnam,108.4265113,13.2904027
Marou,Lam Dong,955,2012,74%,Vietnam,3.5,Trinitario,Vietnam,108.4265113,13.2904027
Mars,"Matina 1-6, prototype",537,2010,65%,U.S.A.,3.0, ,Costa Rica,-84.0739102,10.2735633
Mars,Ivory Coast,544,2010,65%,U.S.A.,3.0, ,Ivory Coast,-5.5679458,7.9897371
Mars,Nigeria,544,2010,65%,U.S.A.,3.25, ,Nigeria,7.9999721,9.6000359
Mars,"Ghana, prototype",544,2010,65%,U.S.A.,3.5,Forastero,Ghana,-1.0800271,8.0300284
Marsatta,Dominican Republic,1189,2013,74%,U.S.A.,2.25, ,Dominican Republic,-70.3028026,19.0974031
Marsatta,Dominican Republic,1189,2013,89%,U.S.A.,2.5, ,Dominican Republic,-70.3028026,19.0974031
Martin Mayer,Alto Beni,1836,2016,76%,Austria,2.75, ,Bolivia,-64.9912286,-17.0568696
Martin Mayer,Pisa,1836,2016,82%,Austria,3.0, ,Haiti,-72.3570972,19.1399952
Martin Mayer,Tumaco,1836,2016,74%,Austria,3.25, ,Colombia,-72.9088133,4.099917
Mast Brothers,Guatemala,1450,2015,76%,U.S.A.,3.0, ,Guatemala,-89.8988087,15.6356088
Mast Brothers,Tanzania,1450,2015,74%,U.S.A.,3.25, ,Tanzania,35.7878438,-6.5247123
Mast Brothers,French Laundry 20th Anniversary,1359,2014,75%,U.S.A.,3.75,Blend,"Peru, Belize",-88.7525861,17.2508354
Mast Brothers,Shake Shack,959,2012,73%,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep.",0,0
Mast Brothers,Madagascar,999,2012,72%,U.S.A.,2.5,Trinitario,,11.0480288,46.3144754
Mast Brothers,Chuao,999,2012,73%,U.S.A.,2.75,Trinitario,Venezuela,-66.1109318,8.0018709
Mast Brothers,Brooklyn Blend,672,2011,72%,U.S.A.,3.5, , ,0,0
Mast Brothers,"Chuao, Med. Roast",701,2011,76%,U.S.A.,3.0,Trinitario,Venezuela,-66.1109318,8.0018709
Mast Brothers,"Chuao, Dark Roast",709,2011,70%,U.S.A.,3.0,Trinitario,Venezuela,-66.1109318,8.0018709
Mast Brothers,"Chuao, Light Roast",713,2011,81%,U.S.A.,2.75,Trinitario,Venezuela,-66.1109318,8.0018709
Mast Brothers,Moho River,773,2011,70%,U.S.A.,3.5,Trinitario,Belize,-88.7600927,16.8259793
Mast Brothers,Papua New Guinea,777,2011,71%,U.S.A.,2.75, ,Papua New Guinea,144.2489081,-5.6816069
Mast Brothers,San Martin,777,2011,75%,U.S.A.,3.0, ,Peru,-75.0458515,-6.8699697
Mast Brothers,Conacado,777,2011,73%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
Mast Brothers,Patanemo,572,2010,81%,U.S.A.,2.75,Criollo,Venezuela,-66.1109318,8.0018709
Mast Brothers,Ocumare de la Costa,572,2010,75%,U.S.A.,3.0, ,Venezuela,-66.1109318,8.0018709
Mast Brothers,"Dominican Republic, Coop",572,2010,70%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Matale,"Malekula P., 2013",1177,2013,72%,Australia,3.5,Trinitario,Vanuatu,168.1069154,-16.5255069
Matale,"Somia, 2013",1177,2013,68%,Australia,4.0,Trinitario,Madagascar,46.4416422,-18.9249604
Matale,"Kulili P., 2013",1177,2013,74%,Australia,4.0,Trinitario,Papua New Guinea,144.2489081,-5.6816069
Matale,Blend,1181,2013,70%,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad",0,0
Maverick,Maya Mountain,1367,2014,70%,U.S.A.,3.25,Trinitario,Belize,-88.7600927,16.8259793
Maverick,Elvesia,1367,2014,70%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Maverick,Tumbes,1430,2014,82%,U.S.A.,3.25,Criollo,Peru,-75.0458515,-6.8699697
Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63%,U.S.A.,3.5,Criollo,Peru,-75.0458515,-6.8699697
Mayacama,Hispaniola,1728,2016,72%,U.S.A.,3.0, ,Domincan Republic,0,0
Meadowlands,Bolivia,1287,2014,70%,U.S.A.,2.5, ,Bolivia,-64.9912286,-17.0568696
Meadowlands,Venezuela,1287,2014,70%,U.S.A.,2.75, ,Venezuela,-66.1109318,8.0018709
Meadowlands,Belize,1287,2014,70%,U.S.A.,3.0,Trinitario,Belize,-88.7600927,16.8259793
Meadowlands,"Nicaragua, w/ inbs",1291,2014,70%,U.S.A.,3.0, ,Nicaragua,-85.2936911,12.6090157
Meadowlands,Dominican Republic,1291,2014,70%,U.S.A.,3.5, ,Dominican Republic,-70.3028026,19.0974031
Menakao (aka Cinagra),Madagascar,837,2012,80%,Madagascar,2.5,Trinitario,Madagascar,46.4416422,-18.9249604
Menakao (aka Cinagra),Madagascar,841,2012,72%,Madagascar,2.5,Trinitario,Madagascar,46.4416422,-18.9249604
Mesocacao,El Salvador,1494,2015,80%,Honduras,2.75, ,El Salvador,-88.9140683,13.8000382
Mesocacao,El Salvador,1494,2015,70%,Honduras,3.0, ,El Salvador,-88.9140683,13.8000382
Mesocacao,Honduras,1347,2014,80%,Honduras,3.25, ,Honduras,-86.0755145,15.2572432
Mesocacao,Honduras,1347,2014,70%,Honduras,3.5, ,Honduras,-86.0755145,15.2572432
Mesocacao,"La Tronca, Matagalpa",1351,2014,70%,Honduras,3.25, ,Nicaragua,-85.2936911,12.6090157
Mesocacao,"La Tronca, Matagalpa",1351,2014,80%,Honduras,3.5, ,Nicaragua,-85.2936911,12.6090157
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70%,Sweden,3.0, ,Brazil,-53.2,-10.3333333
Metiisto,Akesson Estate,1267,2014,72%,Sweden,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Metropolitan,South America,1688,2015,70%,Amsterdam,3.5,Trinitario,South America,-61.0006565,-21.0002179
Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66%,France,3.75, ,Mexico,-100.000037,22.5000485
Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66%,France,3.5,Trinitario,Venezuela,-66.1109318,8.0018709
Michel Cluizel,Vila Gracinda,135,2007,67%,France,3.5,Forastero,Sao Tome,6.7313031,0.3389242
Michel Cluizel,Carre Amer,24,2006,60%,France,2.0, , ,0,0
Michel Cluizel,Carre Grand Noir,24,2006,85%,France,2.0, , ,0,0
Michel Cluizel,Tamarina,24,2006,70%,France,3.0,Forastero,Sao Tome,6.7313031,0.3389242
Michel Cluizel,Los Ancones P.,24,2006,67%,France,4.0, ,Dominican Republic,-70.3028026,19.0974031
Michel Cluizel,Mangaro P.,24,2006,65%,France,4.0,Trinitario,Madagascar,46.4416422,-18.9249604
Michel Cluizel,Maralumi P.,24,2006,64%,France,4.0, ,Papua New Guinea,144.2489081,-5.6816069
Michel Cluizel,Noir Infini,81,2006,99%,France,2.0, , ,0,0
Middlebury,Maya Mountain,1490,2015,80%,U.S.A.,3.5,Trinitario,Belize,-88.7600927,16.8259793
Middlebury,San Juan Estate,1490,2015,70%,U.S.A.,3.5,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Middlebury,Oko Caribe,1490,2015,75%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75%,U.S.A.,3.75, ,Venezuela,-66.1109318,8.0018709
Middlebury,Kokoa Kamili,1538,2015,75%,U.S.A.,3.25, ,Tanzania,35.7878438,-6.5247123
Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70%,U.S.A.,3.5, ,Nicaragua,-85.2936911,12.6090157
Middlebury,La Red,1117,2013,75%,U.S.A.,2.5, ,Dominican Republic,-70.3028026,19.0974031
Middlebury,Belize,1117,2013,80%,U.S.A.,3.25,Trinitario,Belize,-88.7600927,16.8259793
Middlebury,Houseblend,887,2012,65%,U.S.A.,1.5, , ,0,0
Middlebury,Alto Beni,887,2012,75%,U.S.A.,2.0,Criollo,Bolivia,-64.9912286,-17.0568696
Middlebury,"Balinese, Java",887,2012,70%,U.S.A.,2.5,Criollo,Indonesia,117.8902853,-2.4833826
Millcreek Cacao Roasters,Ecuador,1073,2013,70%,U.S.A.,2.5,Forastero (Nacional),Ecuador,-79.3666965,-1.3397668
Millcreek Cacao Roasters,Ecuador,825,2012,70%,U.S.A.,3.5, ,Ecuador,-79.3666965,-1.3397668
Mindo,Ecuador,607,2010,67%,U.S.A.,2.75, ,Ecuador,-79.3666965,-1.3397668
Mindo,Ecuador,607,2010,77%,U.S.A.,2.75, ,Ecuador,-79.3666965,-1.3397668
Minimal,"Acul-du-Nord, 2015",1920,2016,70%,Japan,3.5,"Criollo, Trinitario",Haiti,-72.3570972,19.1399952
Mission,"Fazenda Camboa, Bahia",1880,2016,75%,Brazil,3.75, ,Brazil,-53.2,-10.3333333
Mission,"Bahia, Fazenda Venturosa",1626,2015,70%,Brazil,3.5,Forastero (Parazinho),Brazil,-53.2,-10.3333333
Mita,Tumaco,955,2012,65%,Colombia,2.5, ,Colombia,-72.9088133,4.099917
Moho,"Toledo District, w/ nibs",1026,2013,73%,U.S.A.,3.25,Trinitario,Belize,-88.7600927,16.8259793
Moho,Toledo District,1030,2013,72%,U.S.A.,3.0,Trinitario,Belize,-88.7600927,16.8259793
Moho,"Umoho R., Toledo District, San Felipe",607,2010,67%,U.S.A.,2.75,Trinitario,Belize,-88.7600927,16.8259793
Molucca,La Red,1614,2015,70%,U.S.A.,3.0, ,Domincan Republic,0,0
Molucca,Indonesia,1618,2015,70%,U.S.A.,2.75, ,Indonesia,117.8902853,-2.4833826
Molucca,Peru,1618,2015,70%,U.S.A.,3.25, ,Peru,-75.0458515,-6.8699697
Momotombo,Matagalpa,661,2011,70%,Nicaragua,2.75, ,Nicaragua,-85.2936911,12.6090157
Momotombo,Mombacho,661,2011,70%,Nicaragua,2.75, ,Nicaragua,-85.2936911,12.6090157
Momotombo,Oscuro,772,2011,70%,Nicaragua,3.25, ,Nicaragua,-85.2936911,12.6090157
Monarque,Oko Caribe,1812,2016,72%,Canada,3.5, ,Dominican Republic,-70.3028026,19.0974031
Monsieur Truffe,Papaua New Guinea,1391,2014,70%,Australia,3.25, ,Papua New Guinea,144.2489081,-5.6816069
Montecristi,Manabi,1654,2015,70%,Ecuador,3.25, ,Ecuador,-79.3666965,-1.3397668
Montecristi,Manabi,1654,2015,63%,Ecuador,3.5, ,Ecuador,-79.3666965,-1.3397668
Montecristi,Manabi,1658,2015,85%,Ecuador,3.5, ,Ecuador,-79.3666965,-1.3397668
Muchomas (Mesocacao),Nicaragua,1462,2015,70%,U.S.A.,3.5, ,Nicaragua,-85.2936911,12.6090157
Muchomas (Mesocacao),Nicaragua,1462,2015,80%,U.S.A.,3.5, ,Nicaragua,-85.2936911,12.6090157
Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68%,U.S.A.,2.75, ,Tanzania,35.7878438,-6.5247123
Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71%,U.S.A.,2.75, ,Domincan Republic,0,0
Mutari,"Ambanja, batch 1 SRB",1900,2016,68%,U.S.A.,2.75, ,Madagascar,46.4416422,-18.9249604
Mutari,"Tien Giang, batch 1 SRB",1900,2016,80%,U.S.A.,3.0,Trinitario,Vietnam,108.4265113,13.2904027
Nahua,"Costa Rica, Oscuro",1049,2013,58%,Costa Rica,2.5, ,Costa Rica,-84.0739102,10.2735633
Nahua,"Costa Rica, Oscuro",1049,2013,70%,Costa Rica,3.0, ,Costa Rica,-84.0739102,10.2735633
Naive,Trinidad & Tobago,1046,2013,70%,Lithuania,3.75, ,"Trinidad, Tobago",-60.750817543340034,11.17479165
Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78%,Lithuania,3.75,Forastero (Nacional),Peru,-75.0458515,-6.8699697
Naive,Grenada,867,2012,71%,Lithuania,2.5,Trinitario,Grenada,-61.6904045,12.1360374
Na�ve,Nicaragua,1379,2014,70%,Lithuania,3.25,Criollo,Nicaragua,-85.2936911,12.6090157
Na�ve,Chuao,1399,2014,75%,Lithuania,2.75,Trinitario,Venezuela,-66.1109318,8.0018709
Na�ve,Barinas,1399,2014,70%,Lithuania,3.0, ,Venezuela,-66.1109318,8.0018709
Nanea,Criollo Blend,1007,2013,85%,U.S.A.,3.5, ,Hawaii,-155.42837009716908,19.593801499999998
Nathan Miller,Peru,1403,2014,72%,U.S.A.,2.25, ,Peru,-75.0458515,-6.8699697
Nathan Miller,Hispaniola,1403,2014,70%,U.S.A.,2.5, ,Dominican Republic,-70.3028026,19.0974031
Nathan Miller,Madagascar,1403,2014,73.5%,U.S.A.,2.5,Trinitario,Madagascar,46.4416422,-18.9249604
Nathan Miller,Ghana,1403,2014,70%,U.S.A.,3.5,Forastero,Ghana,-1.0800271,8.0300284
Neuhaus (Callebaut),Papua New Guinea,531,2010,70%,Belgium,2.5,Criollo,Papua New Guinea,144.2489081,-5.6816069
Neuhaus (Callebaut),Manickchand Estate,230,2008,67%,Belgium,3.75,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Neuhaus (Callebaut),Dark,135,2007,73%,Belgium,1.0, , ,0,0
Neuhaus (Callebaut),West Africa,15,2006,73%,Belgium,2.0,Forastero,West Africa,-0.20012477770047185,5.6343285000000005
Neuhaus (Callebaut),Sao Tome,15,2006,75%,Belgium,2.75,Forastero,Sao Tome,6.7313031,0.3389242
Neuhaus (Callebaut),Ocumare,24,2006,71%,Belgium,3.0,Criollo,Venezuela,-66.1109318,8.0018709
Nibble,Patanemo,1526,2015,72%,U.S.A.,2.25,Criollo,Venezuela,-66.1109318,8.0018709
Nibble,Elvesia P.,1526,2015,72%,U.S.A.,2.75,Trinitario,Dominican Republic,-70.3028026,19.0974031
Nibble,"Ambanja, Sambirano Valley",1526,2015,72%,U.S.A.,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
Nibble,Tumbes,1526,2015,72%,U.S.A.,3.0,Criollo,Peru,-75.0458515,-6.8699697
Night Owl,Peru,1022,2013,75%,U.S.A.,2.75, ,Peru,-75.0458515,-6.8699697
Night Owl,Ecuador,1022,2013,75%,U.S.A.,3.5, ,Ecuador,-79.3666965,-1.3397668
Noble Bean aka Jerjobo,Ghana,1295,2014,75%,U.S.A.,3.0,Forastero,Ghana,-1.0800271,8.0300284
Noble Bean aka Jerjobo,Moho Valley,1299,2014,75%,U.S.A.,3.0,Trinitario,Belize,-88.7600927,16.8259793
